Nr,sy,sm,monthWritten,sd,em,ed,date,date,ID,folio,Datierung ,,Empfaenger,Absender,type,theme,Quelle,,Antwort,Kommentar,Bürgermeisterfrage,,,,,,,,,,,,,,,,
1399,1450,3,März,18,April,8,#REF!,#REF!,BER1023,[fol. 42v],,,Nürnberg,Bartholomeus Neithart,Brief,sein wesen anrurend.,"Item ein brief von Barth(olomeus) Neith(art), sein wesen anrurend.",,,,,,,,,,,,,,,,,,,,
1400,1450,3,März,18,April,8,#REF!,#REF!,BER1024,[fol. 42v],,,Nürnberg,Windsheim,Brief,ir gefangen zu Uffenheim anrurend.,"Item aber ein brief von Winds(heim), ir gefangen zu Uffenheim anrurend.",,,,,,,,,,,,,,,,,,,,
1401,1450,3,März,18,April,8,#REF!,#REF!,BER1025,[fol. 42v],,,Nürnberg,Heinrich Fridmann,Brief,im gelt ze schicken.,"Item ein brief von Heinrich Fridmann, im gelt ze schicken.",,,,,,,,,,,,,,,,,,,,
1402,1450,3,März,18,April,8,#REF!,#REF!,BER1026,[fol. 42v],,,Nürnberg,Wilhelm Derrer,Brief,von der trabanten wegen zu Weiss(enburg).,"Item ein brief von Wilhelm Derrer, von der trabanten wegen zu Weiss(enburg).",,1450 März 25,,,,,,,,,,,,,,,,,,
1404,1450,3,März,18,April,8,#REF!,#REF!,BER1027,[fol. 42v],,,Nürnberg,Abt zu Kastl,Brief,von B[erchtold] Ratzen wegen.,"Item aber ein brief vom abte zu Castel, von B[erchtold] Ratzen wegen.",,1450 März 25,,,,,,,,,,,,,,,,,,
1406,1450,3,März,18,April,8,#REF!,#REF!,BER1028,[fol. 42v],,,Nürnberg,Hans Talheimer,Brief,von seins leiptings wegen.,"Item ein brief von Hannsen Talheimer, von seins leiptings wegen.",,,,,,,,,,,,,,,,,,,,
1407,1450,3,März,18,April,8,#REF!,#REF!,BER1029,[fol. 42v],,,Nürnberg,Albrecht Ratzen,Brief,im sein armlut zu sichern.,"Item ein brief von Albrecht Ratzen, im sein armlut zu sichern.",,,,,,,,,,,,,,,,,,,,
1408,1450,3,März,18,April,8,#REF!,#REF!,BER1030,[fol. 42v],,,Nürnberg,Engeltal,Brief,in ir armlut zu Ofenhausen zu sichern.,"Item ein brief von Engeltal, in ir armlut zu Ofenhausen zu sichern.",,,,,,,,,,,,,,,,,,,,
1409,1450,3,März,18,April,8,#REF!,#REF!,BER1031,[fol. 42v],,,Bertold Volkmer,Jacob Hofman,Brief,smaltz und ander unser notdurft anrurend.,"Item ein brief von Jacob Hofman, an B[ertold] Volkmer lautend, smaltz und ander unser notdurft anrurend.",,,,,,,,,,,,,,,,,,,,
1410,1450,3,März,18,April,8,#REF!,#REF!,BER1032,[fol. 42v],1450 März 13,Nach BB datiert 1450 März 17 Pilsen und eingetroffen März 24,Nürnberg,Paul Haller,Brief,in causa Bohemorum,Item ein brief von hern Paulus Haller in causa Bohemorum.,,1450 März 24,,,,,,,,,,,,,,,,,,
1413,1450,3,März,18,April,8,#REF!,#REF!,BER1033,[fol. 42v],,,Nürnberg,Wernher Türrigel,Brief,von Hannsen Weydhulers wegen.,"Item ein brief von Wernher Türrigel, von Hannsen Weydhulers wegen.",,1450 März 30,,,,,,,,,,,,,,,,,,
1415,1450,3,März,18,April,8,#REF!,#REF!,BER1034,[fol. 42v],,,Nürnberg,Weissenburg,Brief,etliche dargelihen summ gelts anrurend.,"Item ein brief von Weiss(enburg), etliche dargelihen summ gelts anrurend.",,1450 März 30,,,,,,,,,,,,,,,,,,
1417,1450,3,März,18,April,8,#REF!,#REF!,BER1035,[fol. 42v],,,Nürnberg,den alten reten von Sweinfurt.,,,Item ein brief von den alten reten von Sweinfurt ,,,,,,,,,,,,,,,,,,,,
1418,1450,3,März,18,April,8,#REF!,#REF!,BER1036,[fol. 42v],,,Jörg Derrer,Hans Mülner,Brief,von der Sweitzer wegen.,"Item ein brief von Hannsen Mülner, an Jorgen Derrer, von der Sweitzer wegen, lautend.",,,,,,,,,,,,,,,,,,,,
1419,1450,3,März,18,April,8,#REF!,#REF!,BER1037,[fol. 42v],,,König; Markgraf Albrecht,Eidgenossen,mehrere Kopien,,"Item zwen copie, wie die eidgenossen den kung und auch marggraf Albrecht geschriben haben.",,,,,,,,,,,,,,,,,,,,
1420,1450,3,März,18,April,8,#REF!,#REF!,BER1038,[fol. 42v],,,Nürnberg,Heidingsfeld,Brief,die offnung daselbst anrurend.,"Item ein brief von Heitingsfelt mit eingeslossen abschriften, die offnung daselbst anrurend.",,,,,,,,,,,,,,,,,,,,
1421,1450,3,März,18,April,8,#REF!,#REF!,,[fol. 43r],,,,,,,,,,,,,,,,,,,,,,,,,,,
1422,1450,3,März,18,April,8,#REF!,#REF!,BER1039,[fol. 43r], 1450 März 22,Nach BB datiert 1450 März 22 (Brief der Ratsfreunde),Nürnberg,Ulm,Brief,"von der gefangen wegen etc., begernde, in die verzeichent mit iren namen ze schiken, und dabei ein brieflin von gemeiner stett ratsfrunden, den gefangen nit tag ze geben.","Item ein brief von Ulm, von der gefangen wegen etc., begernde, in die verzeichent mit iren namen ze schiken, und dabei ein brieflin von gemeiner stett ratsfrunden, den gefangen nit tag ze geben.",,1450 März 28,,,,,,,,,,,,,,,,,,
1424,1450,3,März,18,April,8,#REF!,#REF!,BER1040,[fol. 43r],,,Nürnberg,Ulm mit einer zettel etlicher veynde.,,,Item aber ein brief vom Ulm mit einer zettel etlicher veynde.,,,,,,,,,,,,,,,,,,,,
1425,1450,3,März,18,April,8,#REF!,#REF!,BER1041,[fol. 43r],,,Nürnberg,Jörg Gewder,mehrere Briefe,"gleichlautende an B[ertold] Volkmer, von des zeugs wegen zu Windsheim, mit einer zettel, im hundert pferde furderlich ze schicken.","Item zwen brief von Jorgen Gewder, gleichlautende an B[ertold] Volkmer, von des zeugs wegen zu Windsheim, mit einer zettel, im hundert pferde furderlich ze schicken.",,1450 März 5,,,,,,,,,,,,,,,,,,
1427,1450,3,März,18,April,8,#REF!,#REF!,BER1042,[fol. 43r],,,Nürnberg,Jacob Hofmann,Brief,von der vertigung wegen smaltz und weins gen Windsh(eim).,"Item ein brief von Jacoben Hofmann, von der vertigung wegen smaltz und weins gen Windsh(eim).",,,,,,,,,,,,,,,,,,,,
1428,1450,3,März,18,April,8,#REF!,#REF!,BER1043,[fol. 43r],,,Platerberg,Heinrich Kun,Brief,,"Item aber i brief von Heinrich Kun, an Platerberg lautende.",,,,,,,,,,,,,,,,,,,,
1429,1450,3,März,18,April,8,#REF!,#REF!,BER1044,[fol. 43r],,,Nürnberg,Heinz von Tunfelt,Bittbrief,Hans Starkmann antreffend.,"Item ein betbrief von Heintzen von Tunfelt, Hannsen Starkmann antreffend.",,1450 März 28,,,,,,,,,,,,,,,,,,
1431,1450,3,März,18,April,8,#REF!,#REF!,BER1045,[fol. 43r],,,Nürnberg,Jörg von Wildenstein; Lauf,offener Brief,etliche die iren geleitlich zu handeln.,"Item ein offen brief von Jorgen von Wildenstein und den von Lauf, lautend, etliche die iren geleitlich zu handeln.",,,,,,,,,,,,,,,,,,,,
1432,1450,3,März,18,April,8,#REF!,#REF!,BER1046,[fol. 43r],,,Nürnberg,"Hans, Pfarrer zu Otensas",Brief,"von versagung wegen, so sie gen uns versagt sein sullen.","Item ein brief von hern Hannsen, pfarrer zu Otensas, von versagung wegen, so sie gen uns versagt sein sullen.",,,,,,,,,,,,,,,,,,,,
1433,1450,3,März,18,April,8,#REF!,#REF!,BER1047,[fol. 43r],,,Nürnberg,"Herzog Friedrich, Pfalzgraf",mehrere Briefe,"einer Stephan Haller, der ander Albrecht Ratzen anrurend.","Item zwen brief von hertzog Fridrich, pfaltzgr(aven), einer Stephan Haller, der ander Albrecht Ratzen anrurend.",,1450 März 31,,,,,,,,,,,,,,,,,,
1435,1450,3,März,18,April,8,#REF!,#REF!,BER1048,[fol. 43r],,,Nürnberg,Amberg,Brief,Stephanen Haller anrurend.,"Item ein brief von Amberg, Stephanen Haller anrurend.",,,,,,,,,,,,,,,,,,,,
1436,1450,3,März,18,April,8,#REF!,#REF!,BER1049,[fol. 43r],"450 März 24 ""zu der Heyde""",,Nürnberg,Paul Haller von Behm,Brief,des von Swanberg und her Ratzko von Risenberg antreffend.,"Item ein brief von her Paulus Haller von Behm, des von Swanberg und her Ratzko von Risenberg antreffend.",,1450 April 4,,,,,,,,,,,,,,,,,,
1438,1450,3,März,18,April,8,#REF!,#REF!,BER1050,[fol. 43r],,,Nürnberg,Schweinfurt,mehrere Briefe,,"Item zwen brief, einer von den alten, der ander von den newen reten zu Sweinfurt lautend.",,1450 April 1,1450 April 1 BB 20/390v-391r und 1450 April 1 BB 20/391r.,,,,,,,,,,,,,,,,,
1440,1450,3,März,18,April,8,#REF!,#REF!,,[fol. 43v],,,,,,,,,,,,,,,,,,,,,,,,,,,
1441,1450,3,März,18,April,8,#REF!,#REF!,BER1051,[fol. 43v],,,Bertold Volkmer,Schultheiß zu Würzburg,Brief,bestellung der von Reiffenberg anrurend.,"Item ein brief von dem schultheiß zu Wirtzpurg, an B[ertold] Volkmer lautend, bestellung der von Reiffenberg anrurend.",,1450 April 1,,,,,,,,,,,,,,,,,,
1443,1450,3,März,18,April,8,#REF!,#REF!,BER1052,[fol. 43v],,,Tracht; Schewrer,Abt zu Haylsprunn,Brief,von etlicher gefanngen anrurend.,"Item ein brief von dem abt zu Haylsprunn, an Tracht und Schewrer lautend, von etlicher gefanngen anrurend.",,,,,,,,,,,,,,,,,,,,
1444,1450,3,März,18,April,8,#REF!,#REF!,BER1053,[fol. 43v],,,Nürnberg,Bartholomeus Neithart,Brief,sein krankheit anrurend.,"Item aber ein brief von Barth(olomeus) Neith(art), sein krankheit anrurend.",,,,,,,,,,,,,,,,,,,,
1447,1450,3,März,18,April,8,#REF!,#REF!,BER1055,[fol. 43v],,,Nürnberg,Gewder,mehrere Briefe; mehrere Zettel,,"Item ein puschelin brief und zetteln zusamen gepunden, vom Gewder hergesandt.",,1450 März 29,,,,,,,,,,,,,,,,,,
1449,1450,3,März,18,April,8,#REF!,#REF!,BER1056,[fol. 43v],,,Nürnberg,Ulrich von Frewdenberg,Brief,von eins seins armmans wegen.,"Item ein brief von hern Ulrichen von Frewdenberg, von eins seins armmans wegen.",,,,,,,,,,,,,,,,,,,,
1450,1450,3,März,18,April,8,#REF!,#REF!,BER1057,[fol. 43v],,,Nürnberg,Adam von Gich,Brief,Hans Pogners gelasne hab anrurend.,"Item ein brief von Adam von Gich, Hannsen Pogners gelasne hab anrurend.",,,,,,,,,,,,,,,,,,,,
1451,1450,3,März,18,April,8,#REF!,#REF!,BER1058,[fol. 43v],,,Nürnberg,Heinrich Zennger und Franntzen Pirckheimer,Brief,von unsers zewgs wegen.,"Item ein brief von Heinrich Zennger und Franntzen Birckheimer, von unsers zewgs wegen.",,,,,,,,,,,,,,,,,,,,
1452,1450,3,März,18,April,8,#REF!,#REF!,BER1059,[fol. 43v],,,Bertold Volkmer,Jörg Gewder,Brief,von der sachen wegen zu Windsh(eim) etc.,"Item ein brief von Jorgen Gewder, an B[ertold] Volkmer, von der sachen wegen zu Windsh(eim) etc., lautend.",,,,,,,,,,,,,,,,,,,,
1453,1450,3,März,18,April,8,#REF!,#REF!,BER1060,[fol. 43v],,,Nürnberg,gemein stetten ratsfrunden,Brief,die von Weiss(enburg) von der Sweitzer wegen antreffend.,"Item ein brief von der gemein stetten ratsfrunden, die von Weiss(enburg) von der Sweitzer wegen antreffend.",,,,,,,,,,,,,,,,,,,,
1454,1450,3,März,18,April,8,#REF!,#REF!,BER1061,[fol. 43v],,,Nürnberg,Ulm mit eingeslossen zetteln etlicher veynde und auch etlicher tate,Brief,durch die irn beganngen.,"Item ein brief von Ulm mit eingeslossen zetteln etlicher veynde und auch etlicher tate, durch die irn beganngen.",,,,,,,,,,,,,,,,,,,,
1455,1450,3,März,18,April,8,#REF!,#REF!,BER1062,[fol. 43v],,,Nürnberg,Hans Goldner an Bertold Volkmer,Brief,von der wein und smaltz wegen.,"Item ein brief von Hannsen Goldner an B[ertold] Volkmer, von der wein und smaltz wegen.",,,,,,,,,,,,,,,,,,,,
1456,1450,3,März,18,April,8,#REF!,#REF!,BER1063,[fol. 43v],,,Nürnberg,meinem herrn von Würzburg,Brief,Jörg von Bebenburg und Heintzen von Tunfelt frist zu geben untz uf Michaelis [1450 September 29].,"Item ein brief von meinem herrn von Wirtzpurg, Jorgen von Bebenburg und Heintzen von Tunfelt frist zu geben untz uf Michaelis [1450 September 29].",,1450 April 4,,,,,,,,,,,,,,,,,,
1458,1450,3,März,18,April,8,#REF!,#REF!,,[fol. 44r],,,,,,,,,,,,,,,,,,,,,,,,,,,
1459,1450,3,März,18,April,8,#REF!,#REF!,BER1064,[fol. 44r],,,Nürnberg,Wernher Turrigel,Brief,von Hannsen Weydhulers wegen.,"Item ein brief von Wernher Turrigel, von Hannsen Weydhulers wegen.",,1450 April 7,,,,,,,,,,,,,,,,,,
1461,1450,3,März,18,April,8,#REF!,#REF!,BER1065,[fol. 44r],,,Nürnberg,Herzog Albrecht von Bayern,Brief,Walthern Frassen und Sebalten Starken gen einander antreffend.,"Item aber ein brief von hertzog Albrecht von Beyrn, Walthern Frassen und Sebalten Starken gen einander antreffend.",,,,,,,,,,,,,,,,,,,,
1462,1450,3,März,18,April,8,#REF!,#REF!,BER1066,[fol. 44r],,,Nürnberg,Weissenburg,Brief,von der Sweitzer wegen bey in ligenden.,"Item ein brief von Weissenburg, von der Sweitzer wegen bey in ligenden.",,1450 April 7,,,,,,,,,,,,,,,,,,
1464,1450,3,März,18,April,8,#REF!,#REF!,BER1067,[fol. 44r],,,Nürnberg,Martin Heyden,Brief,"sein armen mann, Hannsen Maser, antreffend.","Item ein brief von Mertin Heyden, sein armen mann, Hannsen Maser, antreffend.",,,,,,,,,,,,,,,,,,,,
1465,1450,3,März,18,April,8,#REF!,#REF!,BER1068,[fol. 44r],,,Nürnberg,Jörg Gewder an Bertold Volkmer,Brief,von der war und des zeugs wegen.,"Item aber i brief von Jorgen Gewder an B[ertold] Volkmer, von der war und des zeugs wegen.",,1450 April 10,,,,,,,,,,,,,,,,,,
1467,1450,3,März,18,April,8,#REF!,#REF!,BER1069,[fol. 44r],,,Nürnberg,Hans Goldner,mehrere Briefe,warnung und anders antreffend.,"Item zwen brief von Hannsen Goldner, warnung und anders antreffend.",,,,,,,,,,,,,,,,,,,,
1468,1450,3,März,18,April,8,#REF!,#REF!,BER1070,[fol. 44r],,,Nürnberg,Jacob Hofmann,Brief,etliche sachen anrurend.,"Item ein brief von Jacoben Hofmann, etliche sachen anrurend.",,,,,,,,,,,,,,,,,,,,
1469,1450,3,März,18,April,8,#REF!,#REF!,,[fol. 44v] ,,,,,,,,,,,,,,,,,,,,,,,,,,,
1470,Geschäftsjahr,1450/1451,1450/1451,,,,Geschäftsjahr 1450/1451| ,Geschäftsjahr 1450/1451| ,,[fol. 44v] ,,,,,,,,,,,,,,,,,,,,,,,,,,,
1471,1450,4,April,8,Mai,6,1450 April 8|Mai 6,1450 April 8|Mai 6,,[fol. 44v] ,,,,,,,,,,,Burgermeister zum newen rat her Ulrich Haller und her Peter Rieter feria quarta Pasce anno etc. 1°,,,,,,,,,,,,,,,,
1473,1450,4,April,8,Mai,6,#REF!,#REF!,BER1071,[fol. 44v] ,,,Nürnberg,Konrad Pawmgartner,Brief,sein zukunft gen Weiss(enburg) anrurend.,"Item ein brief von Conrat Pawmg(artner), sein zukunft gen Weiss(enburg) anrurend.",,,,,,,,,,,,,,,,,,,,
1474,1450,4,April,8,Mai,6,#REF!,#REF!,BER1072,[fol. 44v] , 1450 April 7,,Nürnberg,Wilhelm Derrer ad idem und von unser gesellen wegen,Brief,die gen Weiss(enburg) komen sein.,"Item ein brief von Wilhelm Derrer ad idem und von unser gesellen wegen, die gen Weiss(enburg) komen sein.",,1450 April 8?,,,,,,,,,,,,,,,,,,
1476,1450,4,April,8,Mai,6,#REF!,#REF!,BER1073,[fol. 44v] ,,,Nürnberg,Herzogenaurach,Brief,etliche nome in von den unsern getan anrurend.,"Item ein brief von Hertzogeawrach, etliche nome in von den unsern getan anrurend.",,,,,,,,,,,,,,,,,,,,
1477,1450,4,April,8,Mai,6,#REF!,#REF!,BER1074,[fol. 44v] ,,,Nürnberg,Jacob Hofman an Bertold Volkmer,Brief,aber von puten und ander sach wegen.,"Item aber ein brief von Jacoben Hofman an B[ertold] Volkmer, aber von puten und ander sach wegen.",,,,,,,,,,,,,,,,,,,,
1478,1450,4,April,8,Mai,6,#REF!,#REF!,BER1075,[fol. 44v] ,,,Nürnberg,,Antwort,"von seiner rete wegen, die zum tag gen Munchen zu leihen.","Item ein :brief: antwurt, von seiner rete wegen, die zum tag gen Munchen zu leihen.",,,,,,,,,,,,,,,,,,,,
1479,1450,4,April,8,Mai,6,#REF!,#REF!,BER1076,[fol. 44v] ,,,Nürnberg,Hans Goldner,Brief,etlicher unser potten nyderlag anrurend.,"Item ein brief von Hannsen Goldner, etlicher unser potten nyderlag anrurend.",,,,,,,,,,,,,,,,,,,,
1480,1450,4,April,8,Mai,6,#REF!,#REF!,BER1077,[fol. 44v] ,1450 März 22,Nach BB datiert 1450 März 22 Pilsen,Nürnberg,Paul Haller,Brief,dabey ein vertzaichnuß des von Swannberg und von Risemberg bestellung.,"Item ein brief von her Paulus Haller, dabey ein vertzaichnuß des von Swannberg und von Risemberg bestellung.",,1450 April 8?,,,,,,,,,,,,,,,,,,
1482,1450,4,April,8,Mai,6,#REF!,#REF!,BER1078,[fol. 44v] ,,,Nürnberg,Peter vom Eglofstein,Brief,die beschedigung im geschehen antreffend.,"Item ein brief von Petern vom Eglofst(ein), die beschedigung im geschehen antreffend.",,,,,,,,,,,,,,,,,,,,
1483,1450,4,April,8,Mai,6,#REF!,#REF!,BER1079,[fol. 44v] ,,,Nürnberg,Herzog Albrecht von Bayern,Brief,Hans Leupolt und Fritzen Heldin antreffend.,"Item ein brief von hertzog Albrecht von Beyrn, Hannsen Leupolt und Fritzen Heldin antreffend.",,,,,,,,,,,,,,,,,,,,
1484,1450,4,April,8,Mai,6,#REF!,#REF!,BER1080,[fol. 44v] ,,,Nürnberg,Albrecht Menndorffer,Brief,von etlicher nom wegen.,"Item ein brief von Albrecht Menndorffer, von etlicher nom wegen.",,,,,,,,,,,,,,,,,,,,
1485,1450,4,April,8,Mai,6,#REF!,#REF!,BER1081,[fol. 44v] ,,,Nürnberg,Sigmund von Seckendorf,offener Brief,Ekarius Saltzpurger anrurend.,"Item ein offen brief von Sigmunden von Seckend(orf), Ekarius Saltzpurger anrurend.",,,,,,,,,,,,,,,,,,,,
1486,1450,4,April,8,Mai,6,#REF!,#REF!,,[fol. 45r],,,,,,,,,,,,,,,,,,,,,,,,,,,
1487,1450,4,April,8,Mai,6,#REF!,#REF!,BER1082,[fol. 45r],,,Nürnberg,Jörg Gewder,Brief,,Item zwen brief von Jorgen Gewder etc.,,1450 April 10 und 1450 April 12,Vgl. BB 20/403r 1450 April 10 und 1450 April 12 BB 20/403v-404r.,,,,,,,,,,,,,,,,,
1489,1450,4,April,8,Mai,6,#REF!,#REF!,BER1083,[fol. 45r],,,Nürnberg,Weissenburg,mehrere Briefe,"einer die Sweitzer, die ander die geschichte, bey ir erganngen, antreffend.","Item ii brief von Weiss(enburg), einer die Sweitzer, die ander die geschichte, bey ir erganngen, antreffend.",,1450 April 13,,,,,,,,,,,,,,,,,,
1491,1450,4,April,8,Mai,6,#REF!,#REF!,BER1084,[fol. 45r],,,Nürnberg,Ulm,Mahnung; Warnung; Scheinbrief,,"Item drey brief von Ulm, einer die manung, die ander ein warnung, der dritt ein scheinbrief mit etlichen veinden antreffend.",,1450 April 16,,,,,,,,,,,,,,,,,,
1493,1450,4,April,8,Mai,6,#REF!,#REF!,BER1085,[fol. 45r],,,Nürnberg,Wilhelm Derrer,mehrere Briefe,"einer die geschichte zu Weiss(enburg), der ander unser gesellen und auch Sweitzer anrurend.","Item zwen brief von Wilhelm Derrer, einer die geschichte zu Weiss(enburg), der ander unser gesellen und auch Sweitzer anrurend.",,1450 April 13,,,,,,,,,,,,,,,,,,
1495,1450,4,April,8,Mai,6,#REF!,#REF!,BER1086,[fol. 45r],,,Nürnberg,Konrad Pawmgartner,Brief,das er mit doctor Jorgen wol gen Augspurg komen sei.,"Item ein brief von Conrat Pawmgart(ner), das er mit doctor Jorgen wol gen Augspurg komen sei.",,,,,,,,,,,,,,,,,,,,
1496,1450,4,April,8,Mai,6,#REF!,#REF!,BER1087,[fol. 45r],,,Nürnberg,Hans von Seckendorf Nolt,Brief,"von zweyr seiner armenner wegen, im die ledig zu lassen.","Item ein brief von Hannsen von Seck(endorf) Nolt, von zweyr seiner armenner wegen, im die ledig zu lassen.",,,,,,,,,,,,,,,,,,,,
1497,1450,4,April,8,Mai,6,#REF!,#REF!,BER1088,[fol. 45r],,,Nürnberg,Hans Herchenzeiler,Brief,"darob zu sein, das er von den unsern gesichert werde.","Item ein brief von Hannsen Herchenzeiler, darob zu sein, das er von den unsern gesichert werde.",,,,,,,,,,,,,,,,,,,,
1498,1450,4,April,8,Mai,6,#REF!,#REF!,BER1089,[fol. 45r],,,Nürnberg,Paul Haller,Brief,von dem von Risemberg lautend.,"Item aber i brief von her Paulus Haller mit einer abschrift, von dem von Risemberg lautend.",,,,,,,,,,,,,,,,,,,,
1499,1450,4,April,8,Mai,6,#REF!,#REF!,BER1090,[fol. 45r],,,Nürnberg,Jörg Gewder,Brief,mit einer abschrift etlicher vorder brief.,"Item aber i brief von Jorgen Gewder, mit einer abschrift etlicher vorder brief.",,,,,,,,,,,,,,,,,,,,
1500,1450,4,April,8,Mai,6,#REF!,#REF!,BER1091,[fol. 45r],,,Nürnberg,Schultheiß zu Würzburg,Brief,die wein antreffend.,"Item i brief vom schultheiß zu Wirtzpurg, die wein antreffend.",,,,,,,,,,,,,,,,,,,,
1501,1450,4,April,8,Mai,6,#REF!,#REF!,BER1092,[fol. 45r],1450 April 2,,Nürnberg,Bischof von Würzburg,Entschuldigungsbrief,,"Item ein entschuldigbrief von unserm hern von Wirtzpurg, von seiner rete wegen etc.",,,,,,,,,,,,,,,,,,,,
1503,1450,4,April,8,Mai,6,#REF!,#REF!,BER1093,[fol. 45r],,,Nürnberg,Werner Turrigel,Brief,von eins seins armmans wegen zum Rabenhof.,"Item aber ein brief von Wernhern Turrigel, von eins seins armmans wegen zum Rabenhof.",,,,,,,,,,,,,,,,,,,,
1504,1450,4,April,8,Mai,6,#REF!,#REF!,BER1094,[fol. 45r],,,Nürnberg,Paul Haller,mehrere Briefe,"Item aber ii brief von her Paulus Haller, in unsern sachen.",,,,,,,,,,,,,,,,,,,,,
1505,1450,4,April,8,Mai,6,#REF!,#REF!,,[fol. 45v],,,,,,,,,,,,,,,,,,,,,,,,,,,
1506,1450,4,April,8,Mai,6,#REF!,#REF!,BER1095,[fol. 45v],,,Nürnberg,Windsheim,Brief,Peter Zollner anrurend.,"Item ein brief von :Peter Zo: Windsheim, Petern Zollner anrurend.",,,,,,,,,,,,,,,,,,,,
1507,1450,4,April,8,Mai,6,#REF!,#REF!,BER1096,[fol. 45v],1450 April 7,,Nürnberg,Wernher Turrigel,Antwort,,"Item aber i antwurt von Wernher Turrigel, Hannsen Waydhuler anrurend.",,1450 April 17,,,,,,,,,,,,,,,,,,
1510,1450,4,April,8,Mai,6,#REF!,#REF!,BER1097,[fol. 45v],,,Jobst Tetzel,Jobst Zettler,Brief,,"Item ein brief von Jobsten Zettler, an Josten Tetzel lautend.",,,,,,,,,,,,,,,,,,,,
1511,1450,4,April,8,Mai,6,#REF!,#REF!,BER1098,[fol. 45v],1450 Febr. 11,,Erhart Schurstab,Hans Mulner,mehrere Briefe,von der Sweitzer wegen.,"Item zwen brief von Hannsen Mulner, an Erhart Schurstab lautend, von der Sweitzer wegen.",,,,,,,,,,,,,,,,,,,,
1513,1450,4,April,8,Mai,6,#REF!,#REF!,BER1099,[fol. 45v],,,Nürnberg,Wilhelm Derrer,Brief,die geschicht zu Weiss(enburg) antreffend.,"Item ein brief von Wilhelm Derrer, die geschicht zu Weiss(enburg) antreffend.",,,,,,,,,,,,,,,,,,,,
1514,1450,4,April,8,Mai,6,#REF!,#REF!,BER1100,[fol. 45v],,,Nürnberg,Jörg :Derrer: Gewder,Brief,sein niderlag anrurend.,"Item ein brief von Jorgen :Derrer: Gewder, sein niderlag anrurend.",,,,,,,,,,,,,,,,,,,,
1515,1450,4,April,8,Mai,6,#REF!,#REF!,BER1101,[fol. 45v],,,Nürnberg,Hans Goldner,mehrere Briefe,,"Item aber ii brief von H[ans] Goldner, unser sach zu Windsheim anrurend.",,,,,,,,,,,,,,,,,,,,
1516,1450,4,April,8,Mai,6,#REF!,#REF!,BER1102,[fol. 45v],,,Nürnberg,den alten reten zu Schweinfurt,mehrere Briefe,"von ir sachen wegen, die newen ret anrurend.","Item zwen brief von den alten reten zu Sweinfurt, von ir sachen wegen, die newen ret anrurend.",,1450 April 19,,,,,,,,,,,,,,,,,,
1518,1450,4,April,8,Mai,6,#REF!,#REF!,BER1103,[fol. 45v],,,Bertold Volkmer,Jacob Hofman,Brief,von der wein wegen.,"Item aber ein brief von Jacoben Hofman an B[ertold] Volkmer, von der wein wegen.",,,,,,,,,,,,,,,,,,,,
1519,1450,4,April,8,Mai,6,#REF!,#REF!,BER1104,[fol. 45v],,,Nürnberg,Erhart Turnagel von Regensburg,Brief,Hans Meichsner anrurend.,"Item ein brief von Erhart Turnagel von Regenspurg, Hannsen Meichsner anrurend.",,1450 April 16,,,,,,,,,,,,,,,,,,
1521,1450,4,April,8,Mai,6,#REF!,#REF!,BER1105,[fol. 45v],,,Nürnberg,Jörg Gewder,Brief,die gefangen antreffend.,"Item ein brief von Jorgen Gewder, die gefangen antreffend.",,1450 April 19,,,,,,,,,,,,,,,,,,
1523,1450,4,April,8,Mai,6,#REF!,#REF!,BER1106,[fol. 45v],,,Nürnberg,Landgraf Leupolt,Brief,die Pollinger anrurend.,"Item ein brief von lanntgraf Leupolt, die Pollinger anrurend.",,1450 April 18,,,,,,,,,,,,,,,,,,
